texto_tweet,texto_procesado,Mencion_Gobierno,Sentimiento
"RT @SJMChile: 🗣️Red de Empresas Interculturales (REI) se reunió con grupo de aliadas: en la cita, que contó con la presencia de #EmpresasSB…","  🗣️red de empresas interculturales (rei) se reunió con grupo de aliadas: en la cita, que contó con la presencia de #empresassb…",No,Positivo
Y aquí seguimos esperando q hagan su pega @CajaLosAndes desde el compin emitieron un certificado el día 10 q entregaron la orden de pago y ya van 6 días sin respuestas y después se excusan con puras mentiras imponiendo códigos vamos a la superintendencia a ver qué dicen ellos,y aquí seguimos esperando q hagan su pega  desde el compin emitieron un certificado el día 10 q entregaron la orden de pago y ya van 6 días sin respuestas y después se excusan con puras mentiras imponiendo códigos vamos a la superintendencia a ver qué dicen ellos,No,Muy negativo
"Me salió aprobado el pago de mi licencia y el miércoles pasado me dijeron que en 72 hrs me lo depositarian y es lunes y nada, estoy sin niun peso @AyudaFONASA @CajaLosAndes","me salió aprobado el pago de mi licencia y el miércoles pasado me dijeron que en 72 hrs me lo depositarian y es lunes y nada, estoy sin niun peso  ",No,Muy negativo
"“Hay tecnología y recursos para abastecernos pero necesitamos tratar el agua. Más que buscar nuevos recursos hídricos hay que aprovechar los que tenemos”, José Luis Campos @UAI_VINA en Construyendo Región 2022  @CChCValparaiso @CajaLosAndes @mutualcchc @CousinoDuocUC @CamaraCChC https://t.co/5SlUIQEgOH","“hay tecnología y recursos para abastecernos pero necesitamos tratar el agua. más que buscar nuevos recursos hídricos hay que aprovechar los que tenemos”, josé luis campos  en construyendo región 2022       ",No,Neutral
RT @mmullor2016: @camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Quieren reducir el trabajo a 40horas y el president…,       quieren reducir el trabajo a 40horas y el president…,No,Muy negativo
@CajaLosAndes Envié un dm esperando una respuesta urgente y nada, envié un dm esperando una respuesta urgente y nada,No,Muy negativo
#cajalosandes dos dias sin poder ver el estado de mi licencia xq la página está caída... no tiene recursos???oh están todos de vacaciones?,#cajalosandes dos dias sin poder ver el estado de mi licencia xq la página está caída... no tiene recursos???oh están todos de vacaciones?,No,Muy negativo
"@CajaLosAndes Hola te puedo enviar correo y teléfono por DM pero el RUT ....? Es mucho riesgo, prefiero que me des un número donde preguntar además de que mi consulta era para ayer, hoy ya no sirve"," hola te puedo enviar correo y teléfono por dm pero el rut ....? es mucho riesgo, prefiero que me des un número donde preguntar además de que mi consulta era para ayer, hoy ya no sirve",No,Muy negativo
la @CajaLosAndes  no me quiere pagar la licencia por COVID-19  y así estoy con ellos https://t.co/3v1SOELI3l,la   no me quiere pagar la licencia por covid-19  y así estoy con ellos ,No,Muy negativo
@CajaLosAndes Acciones concretas que pide este gobierno bueno que pasa con las licencias medica que entrega el trabajador compin le da curso pero la caja no pide informacion, acciones concretas que pide este gobierno bueno que pasa con las licencias medica que entrega el trabajador compin le da curso pero la caja no pide informacion,No,Neutral
"@CajaLosAndes cómo es posible q se demoren más de 1 mes y 1/2 en devolver un dinero q la caja la Araucana ya se los liberó y tiene q llegar a mis manos y así va seguir con otro pago q tengo en proceso para descuento y nuevamente 1 mes y 1/2 para devolver, solución no + problemas"," cómo es posible q se demoren más de 1 mes y 1/2 en devolver un dinero q la caja la araucana ya se los liberó y tiene q llegar a mis manos y así va seguir con otro pago q tengo en proceso para descuento y nuevamente 1 mes y 1/2 para devolver, solución no + problemas",No,Muy negativo
"@CajaLosAndes dejen de cagarse a la gente con los pagos de licencias médicas, si Compin autorizó ustedes limitense a pagar y dejar de pedir contrato, histórico de AFP y de Fonasa. Ladrones! @SUSESOChile @T13 @PrensaPCdeChile @SERNAC @SaludSsrv @ministeriosalud @Mega @chilevision"," dejen de cagarse a la gente con los pagos de licencias médicas, si compin autorizó ustedes limitense a pagar y dejar de pedir contrato, histórico de afp y de fonasa. ladrones!        ",No,Muy negativo
Caja qlia que se demora en pagar la licencia @CajaLosAndes me tienen complicado todo el mes!,caja qlia que se demora en pagar la licencia  me tienen complicado todo el mes!,No,Muy negativo
"@elpelon_79 @TamaraCasado_V @CajaLosAndes 🤣🤣🤣🤣 facho pobre.. tengo plata por qué trabajo para eso, vivo bien y me doy mis gustos por qué me los ganó, todos los días levantándome temprano a trabajar si eso me convierte en un facho pobre pues si lo soy a mucha honrra","   🤣🤣🤣🤣 facho pobre.. tengo plata por qué trabajo para eso, vivo bien y me doy mis gustos por qué me los ganó, todos los días levantándome temprano a trabajar si eso me convierte en un facho pobre pues si lo soy a mucha honrra",No,Neutral
"@CajaLosAndes hola buenos días, tengo un descuento en exceso en mi liquidación, la que les adjunto, por favor pagar a la brevedad gracias"," hola buenos días, tengo un descuento en exceso en mi liquidación, la que les adjunto, por favor pagar a la brevedad gracias",No,Muy negativo
RT @mmullor2016: @camila_vallejo @jeannette_jara @Detacoop @FirstJobLatam @CajaLosAndes Quieren reducir el trabajo a 40horas y el president…,       quieren reducir el trabajo a 40horas y el president…,No,Muy negativo
"@CajaLosAndes  todo los días llaman preguntando por un weon que tiene una deuda.   Hoy le dije "" si con el ""   y me dijeron que estaba moroso. Dije "" no pagaré porque no quiero"" y se enojo.    Se puso flaite y corto.    Wena @CajaLosAndes","  todo los días llaman preguntando por un weon que tiene una deuda.   hoy le dije "" si con el ""   y me dijeron que estaba moroso. dije "" no pagaré porque no quiero"" y se enojo.    se puso flaite y corto.    wena ",No,Muy negativo
"RT @pabloazul4: Hoy fui a la @CajaLosAndes , desde Octubre intentando afiliar a mi Empresa, después de todo este tiempo me entero que perdi…","  hoy fui a la  , desde octubre intentando afiliar a mi empresa, después de todo este tiempo me entero que perdi…",No,Muy negativo
@CajaLosAndes Recsa me llama 2 veces al día para ayudarme ! Les he pagado el doble de lo que me prestaron 😫 hoy ya NO tengo para pagar más y me tienen que orden de embargo 👌, recsa me llama 2 veces al día para ayudarme ! les he pagado el doble de lo que me prestaron 😫 hoy ya no tengo para pagar más y me tienen que orden de embargo 👌,No,Muy negativo
"El 3 de Mayo @CajaLosAndes hará su cuenta pública espero que se dé un espacio para reflexionar y replantearse  los términos .
La documentación para  acreditación de carga se reitera  la palabra invalido ❌ https://t.co/gq0PMGqW0y",el 3 de mayo  hará su cuenta pública espero que se dé un espacio para reflexionar y replantearse  los términos . la documentación para  acreditación de carga se reitera  la palabra invalido ❌ ,No,Muy negativo
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",  en vivo 🔴 ministra  junto a la ministra  lanzan el #sello40horas y certifican a ,Si,Muy positivo
"@CajaLosAndes hola buen dia, quería consultar con respecto al descuento de crédito hipotecario por el sii, la verdad que no entiendo mucho del tema, me gustaría que me orientaran porfavor ya que con ustedes tengo un crédito hipotecario. De antemano muchas gracias"," hola buen dia, quería consultar con respecto al descuento de crédito hipotecario por el sii, la verdad que no entiendo mucho del tema, me gustaría que me orientaran porfavor ya que con ustedes tengo un crédito hipotecario. de antemano muchas gracias",No,Neutral
"@CajaLosAndes Hola, tengo una duda... en mi liquidación de diciembre aparece el pago de la Asignación Familiar, pero para postular a los bonos me indican que no hay pago de asignación familiar... Cómo lo soluciono?"," hola, tengo una duda... en mi liquidación de diciembre aparece el pago de la asignación familiar, pero para postular a los bonos me indican que no hay pago de asignación familiar... cómo lo soluciono?",No,Muy negativo
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",  en vivo 🔴 ministra  junto a la ministra  lanzan el #sello40horas y certifican a ,Si,Muy positivo
"@CajaLosAndes el martes 15-03 envié correo con recaudos para solicitud de asignación familiar y ya transcurridos los 5 días hábiles aún no se visualiza la información, por favor agradezco su apoyo"," el martes 15-03 envié correo con recaudos para solicitud de asignación familiar y ya transcurridos los 5 días hábiles aún no se visualiza la información, por favor agradezco su apoyo",No,Muy negativo
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",  en vivo 🔴 ministra  junto a la ministra  lanzan el #sello40horas y certifican a ,Si,Muy positivo
"@CajaLosAndes hola 👋, está operativo el centro recreativo Beaucheff de Pedro Aguirre Cerda?? El valor para los afiliados?? Es que no aparece número de contacto en el sitio web… 🤷🏽‍♂️"," hola 👋, está operativo el centro recreativo beaucheff de pedro aguirre cerda?? el valor para los afiliados?? es que no aparece número de contacto en el sitio web… 🤷🏽‍♂️",No,Muy negativo
"Estoy embarazada, 7 meses, con depresión en tratamiento y licencia medica hace 2 meses ... hace 47 días que no recibo pago de licencia, pensaran estos CSM del Compin que pago mis cuentas, como y compro las cosas de mi bebe con monedas de chocolate ??? @CajaLosAndes @SeremiSaludRM","estoy embarazada, 7 meses, con depresión en tratamiento y licencia medica hace 2 meses ... hace 47 días que no recibo pago de licencia, pensaran estos csm del compin que pago mis cuentas, como y compro las cosas de mi bebe con monedas de chocolate ???  ",No,Muy negativo
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",  en vivo 🔴 ministra  junto a la ministra  lanzan el #sello40horas y certifican a ,Si,Muy positivo
"@CajaLosAndes hola, hice una solicitud de integración de carga familiar el 27 de Julio y aún no tengo respuesta, me pueden ayudar ? Gracias"," hola, hice una solicitud de integración de carga familiar el 27 de julio y aún no tengo respuesta, me pueden ayudar ? gracias",No,Muy negativo
"Amigas y amigos: En Beeok necesitamos de tu apoyo!

Somos finalistas de los #premiosTecla que organiza Caja Los Andes y Socialab Chile y la solución con más votos tiene más posibilidades de ganar.

Este es un premio que nos encanta…https://t.co/nHGQl47YU3 https://t.co/nKpAGnIwfF",amigas y amigos: en beeok necesitamos de tu apoyo!  somos finalistas de los #premiostecla que organiza caja los andes y socialab chile y la solución con más votos tiene más posibilidades de ganar.  este es un premio que nos encanta…https://t.co/nhgql47yu3 ,No,Muy positivo
"Un tremendo aplauso a todos los organizadores de la @cajalosandes @municipiopuertovaras y aún más a quienes participaron de este gran evento!

En Puerto Varas se vive el deporte y estamos preparados para recibirlos!

Cotiza tu evento/ reunión/ congreso en https://t.co/EYFqry3Rfy https://t.co/UKgl0J0DaS",un tremendo aplauso a todos los organizadores de la   y aún más a quienes participaron de este gran evento!  en puerto varas se vive el deporte y estamos preparados para recibirlos!  cotiza tu evento/ reunión/ congreso en  ,No,Muy positivo
"RT @IPAEPERU: La presidenta de @CajaLosAndes, Rossana Ramos Velita, contará su experiencia💬 de salir del país para potenciar su profesión y…","  la presidenta de  rossana ramos velita, contará su experiencia💬 de salir del país para potenciar su profesión y…",No,Muy positivo
"@Tam_v4nn Ánimo! Entiendo perfecto lo que sientes. Yo llevo más de un mes sin sueldo porque me han pedido mil papeles para pagarme el prenatal, aunque en mi caso los wns son los de la @CajaLosAndes, es el mismo sentir. El sistema es pésimo, al final uno se enferma más."," ánimo! entiendo perfecto lo que sientes. yo llevo más de un mes sin sueldo porque me han pedido mil papeles para pagarme el prenatal, aunque en mi caso los wns son los de la  es el mismo sentir. el sistema es pésimo, al final uno se enferma más.",No,Muy positivo
"RT @MintrabChile: EN VIVO 🔴 Ministra @jeannette_jara, junto a la ministra @camila_vallejo, lanzan el #Sello40Horas y certifican a @Detacoop…",  en vivo 🔴 ministra  junto a la ministra  lanzan el #sello40horas y certifican a ,Si,Muy positivo
"@CajaLosAndes el Sistema de Inscripción de Cursos que se hace vía Wathsapp, es más lento que un bolero en la luna. Mi señora y otr@s varios pensionados, deben estar horas y horas intentando 1 día al mes para inscribirse a Taller Virtual para el mes siguiente. Les parece atinado?"," el sistema de inscripción de cursos que se hace vía wathsapp, es más lento que un bolero en la luna. mi señora y otr@s varios pensionados, deben estar horas y horas intentando 1 día al mes para inscribirse a taller virtual para el mes siguiente. les parece atinado?",No,Muy negativo
